,Year,Host_City,Host_Country,Country,Country_Code,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,P_TotalPer10MPop,Continent
0,1960,Rome,Italy,Argentina,ARG,2,3,1,6,5,4,9,20481781,4.39,South America
1,1960,Rome,Italy,Australia,AUS,3,6,1,10,10,1,11,10276477,10.7,Oceania
2,1960,Rome,Italy,Austria,AUT,11,8,11,30,12,7,19,7047539,26.96,Europe
3,1960,Rome,Italy,Belgium,BEL,1,1,1,3,10,2,12,9153489,13.11,Europe
4,1960,Rome,Italy,Finland,FIN,1,0,0,1,1,0,1,4429634,2.26,Europe
5,1960,Rome,Italy,France,FRA,3,3,1,7,10,1,11,46621688,2.36,Europe
6,1960,Rome,Italy,Germany,GER,15,6,9,30,7,2,9,72814900,1.24,Europe
7,1960,Rome,Italy,Great Britain,GBR,20,15,20,55,29,13,42,52400000,8.02,Europe
8,1960,Rome,Italy,Ireland,IRL,2,0,0,2,0,1,1,2828600,3.54,Europe
9,1960,Rome,Italy,Israel,ISR,0,2,2,4,6,1,7,2114020,33.11,Asia
10,1960,Rome,Italy,Italy,ITA,29,28,23,80,23,4,27,50199700,5.38,Europe
11,1960,Rome,Italy,Malta,MLT,0,2,2,4,5,1,6,326550,183.74,Europe
12,1960,Rome,Italy,Netherlands,NED,3,6,0,9,11,2,13,11486631,11.32,Europe
13,1960,Rome,Italy,Norway,NOR,9,3,4,16,7,4,11,3581239,30.72,Europe
14,1960,Rome,Italy,Rhodesia,ZIM,2,1,2,5,0,1,1,,,Africa
15,1960,Rome,Italy,Switzerland,SUI,1,3,0,4,5,1,6,5327827,11.26,Europe
16,1960,Rome,Italy,United States of America,USA,11,7,7,25,23,0,23,180671000,1.27,North America
17,1964,Tokyo,Japan,Argentina,ARG,6,15,16,37,19,6,25,21824427,11.46,South America
18,1964,Tokyo,Japan,Australia,AUS,12,11,7,30,13,4,17,11167000,15.22,Oceania
19,1964,Tokyo,Japan,Austria,AUT,4,1,7,12,3,4,7,7223801,9.69,Europe
20,1964,Tokyo,Japan,Belgium,BEL,1,0,2,3,1,1,2,9378113,2.13,Europe
21,1964,Tokyo,Japan,Fiji,FIJ,0,0,0,0,1,0,1,450538,22.2,Oceania
22,1964,Tokyo,Japan,France,FRA,4,2,5,11,13,0,13,49230585,2.64,Europe
23,1964,Tokyo,Japan,Germany,GER,5,2,5,12,8,1,9,75318337,1.19,Europe
24,1964,Tokyo,Japan,Great Britain,GBR,18,23,20,61,30,14,44,54000000,8.15,Europe
25,1964,Tokyo,Japan,Ireland,IRL,0,0,0,0,2,0,2,2866550,6.98,Europe
26,1964,Tokyo,Japan,Israel,ISR,7,3,11,21,16,3,19,2475000,76.77,Asia
27,1964,Tokyo,Japan,Italy,ITA,14,15,16,45,14,5,19,51675350,3.68,Europe
28,1964,Tokyo,Japan,Japan,JPN,1,5,4,10,14,2,16,96903000,1.65,Asia
29,1964,Tokyo,Japan,Malta,MLT,0,0,2,2,2,0,2,321250,62.26,Europe
30,1964,Tokyo,Japan,Netherlands,NED,4,6,4,14,4,3,7,12127120,5.77,Europe
31,1964,Tokyo,Japan,Rhodesia,ZIM,10,5,2,17,4,2,6,,,Africa
32,1964,Tokyo,Japan,South Africa,RSA,8,8,3,19,5,4,9,18896303,4.76,Africa
33,1964,Tokyo,Japan,Sweden,SWE,0,0,1,1,1,0,1,7661354,1.31,Europe
34,1964,Tokyo,Japan,Switzerland,SUI,0,1,0,1,0,1,1,5789228,1.73,Europe
35,1964,Tokyo,Japan,United States of America,USA,50,41,32,123,45,20,65,191889000,3.39,North America
36,1964,Tokyo,Japan,West Germany,FRG,0,0,0,0,0,1,1,,,Europe
37,1968,Tel Aviv,Israel,Argentina,ARG,10,10,10,30,14,7,21,23168268,9.06,South America
38,1968,Tel Aviv,Israel,Australia,AUS,15,16,7,38,23,12,35,12009000,29.14,Oceania
39,1968,Tel Aviv,Israel,Austria,AUT,2,7,10,19,19,12,31,7415403,41.8,Europe
40,1968,Tel Aviv,Israel,Belgium,BEL,0,3,3,6,21,5,26,9618756,27.03,Europe
41,1968,Tel Aviv,Israel,Canada,CAN,6,6,7,19,18,7,25,20744000,12.05,North America
42,1968,Tel Aviv,Israel,Denmark,DEN,0,0,0,0,7,1,8,4864883,16.44,Europe
43,1968,Tel Aviv,Israel,Ethiopia,ETH,0,0,0,0,2,0,2,26944386,0.74,Africa
44,1968,Tel Aviv,Israel,Finland,FIN,0,0,0,0,2,0,2,4626469,4.32,Europe
45,1968,Tel Aviv,Israel,France,FRA,13,10,9,32,40,14,54,51175507,10.55,Europe
46,1968,Tel Aviv,Israel,Great Britain,GBR,29,20,20,69,50,24,74,55211700,13.4,Europe
47,1968,Tel Aviv,Israel,India,IND,0,0,0,0,8,2,10,531513834,0.19,Asia
48,1968,Tel Aviv,Israel,Ireland,IRL,0,4,5,9,5,2,7,2915550,24.01,Europe
49,1968,Tel Aviv,Israel,Israel,ISR,18,21,23,62,38,16,54,2803000,192.65,Asia
50,1968,Tel Aviv,Israel,Italy,ITA,12,10,17,39,33,5,38,53235750,7.14,Europe
51,1968,Tel Aviv,Israel,Jamaica,JAM,3,1,1,5,7,4,11,1825873,60.25,North America
52,1968,Tel Aviv,Israel,Japan,JPN,2,2,8,12,40,7,47,101011000,4.65,Asia
53,1968,Tel Aviv,Israel,Republic of Korea,KOR,0,0,0,0,5,0,5,30838302,1.62,Asia
54,1968,Tel Aviv,Israel,Malta,MLT,0,0,0,0,4,2,6,307900,194.87,Europe
55,1968,Tel Aviv,Israel,Netherlands,NED,12,4,4,20,24,11,35,12729721,27.49,Europe
56,1968,Tel Aviv,Israel,New Zealand,NZL,1,2,1,4,17,1,18,2748100,65.5,Oceania
57,1968,Tel Aviv,Israel,Norway,NOR,5,3,1,9,18,9,27,3816486,70.75,Europe
58,1968,Tel Aviv,Israel,Rhodesia,ZIM,6,7,7,20,7,7,14,,,Africa
59,1968,Tel Aviv,Israel,South Africa,RSA,9,10,7,26,5,3,8,20942147,3.82,Africa
60,1968,Tel Aviv,Israel,Spain,ESP,0,3,1,4,9,2,11,33113134,3.32,Europe
61,1968,Tel Aviv,Israel,Sweden,SWE,1,6,4,11,27,5,32,7912273,40.44,Europe
62,1968,Tel Aviv,Israel,Switzerland,SUI,0,2,6,8,32,2,34,6067714,56.03,Europe
63,1968,Tel Aviv,Israel,United States of America,USA,33,27,39,99,53,29,82,200706000,4.09,North America
64,1968,Tel Aviv,Israel,West Germany,FRG,12,12,11,35,50,8,58,,,Europe
65,1972,Heidelberg,Germany,Argentina,ARG,2,4,3,9,12,9,21,24653172,8.52,South America
66,1972,Heidelberg,Germany,Australia,AUS,6,9,10,25,28,9,37,13177000,28.08,Oceania
67,1972,Heidelberg,Germany,Austria,AUT,6,6,6,18,22,10,32,7544201,42.42,Europe
68,1972,Heidelberg,Germany,Bahamas,BAH,0,0,0,0,1,0,1,,,North America
69,1972,Heidelberg,Germany,Belgium,BEL,1,1,2,4,18,5,23,9711115,23.68,Europe
70,1972,Heidelberg,Germany,Brazil,BRA,0,0,0,0,8,0,8,99859388,0.8,South America
71,1972,Heidelberg,Germany,Canada,CAN,5,6,8,19,27,13,40,22218463,18,North America
72,1972,Heidelberg,Germany,Czechoslovakia,TCH,0,0,1,1,14,5,19,,,Europe
73,1972,Heidelberg,Germany,Denmark,DEN,0,0,0,0,8,2,10,4991596,20.03,Europe
74,1972,Heidelberg,Germany,Egypt,EGY,0,0,0,0,1,0,1,36102670,0.28,Africa
75,1972,Heidelberg,Germany,Finland,FIN,0,2,1,3,20,4,24,4639657,51.73,Europe
76,1972,Heidelberg,Germany,France,FRA,10,8,15,33,42,19,61,52793151,11.55,Europe
77,1972,Heidelberg,Germany,Great Britain,GBR,16,15,21,52,48,25,73,56086065,13.02,Europe
78,1972,Heidelberg,Germany,"Hong Kong, China",HKG,0,1,1,2,10,0,10,4123600,24.25,Asia
79,1972,Heidelberg,Germany,Hungary,HUN,0,0,1,1,4,1,5,10398489,4.81,Europe
80,1972,Heidelberg,Germany,India,IND,1,0,0,1,7,3,10,581087255,0.17,Asia
81,1972,Heidelberg,Germany,Ireland,IRL,2,4,2,8,8,9,17,3036850,55.98,Europe
82,1972,Heidelberg,Germany,Israel,ISR,9,10,9,28,19,11,30,3148000,95.3,Asia
83,1972,Heidelberg,Germany,Italy,ITA,8,4,5,17,20,5,25,54381345,4.6,Europe
84,1972,Heidelberg,Germany,Jamaica,JAM,8,3,4,15,13,7,20,1935089,103.35,North America
85,1972,Heidelberg,Germany,Japan,JPN,4,5,3,12,23,5,28,107188000,2.61,Asia
86,1972,Heidelberg,Germany,Kenya,KEN,1,0,0,1,4,0,4,12146070,3.29,Africa
87,1972,Heidelberg,Germany,Republic of Korea,KOR,4,2,1,7,7,1,8,33505406,2.39,Asia
88,1972,Heidelberg,Germany,Malaysia,MAS,0,0,0,0,4,0,4,11324277,3.53,Asia
89,1972,Heidelberg,Germany,Malta,MLT,0,0,0,0,5,3,8,302450,264.51,Europe
90,1972,Heidelberg,Germany,Mexico,MEX,0,0,0,0,7,0,7,54689944,1.28,North America
91,1972,Heidelberg,Germany,Netherlands,NED,14,13,11,38,26,12,38,13328593,28.51,Europe
92,1972,Heidelberg,Germany,New Zealand,NZL,3,3,3,9,7,3,10,2903900,34.44,Oceania
93,1972,Heidelberg,Germany,Norway,NOR,1,5,4,10,18,9,27,3933004,68.65,Europe
94,1972,Heidelberg,Germany,Peru,PER,0,0,0,0,1,0,1,14221954,0.7,South America
95,1972,Heidelberg,Germany,Poland,POL,14,12,7,33,12,10,22,33055650,6.66,Europe
96,1972,Heidelberg,Germany,Rhodesia,ZIM,3,5,4,12,6,7,13,,,Africa
97,1972,Heidelberg,Germany,Romania,ROU,0,0,0,0,1,0,1,20657957,0.48,Europe
98,1972,Heidelberg,Germany,South Africa,RSA,16,12,13,41,12,13,25,23281517,10.74,Africa
99,1972,Heidelberg,Germany,Spain,ESP,0,4,0,4,11,9,20,34604469,5.78,Europe
100,1972,Heidelberg,Germany,Sweden,SWE,5,6,6,17,30,8,38,8122300,46.78,Europe
101,1972,Heidelberg,Germany,Switzerland,SUI,3,2,4,9,32,4,36,6260956,57.5,Europe
102,1972,Heidelberg,Germany,Uganda,UGA,0,0,0,0,2,0,2,9929644,2.01,Africa
103,1972,Heidelberg,Germany,United States of America,USA,17,27,31,75,49,17,66,209896000,3.14,North America
104,1972,Heidelberg,Germany,West Germany,FRG,28,17,22,67,52,23,75,,,Europe
105,1972,Heidelberg,Germany,Yugoslavia,YUG,1,1,2,4,15,7,22,,,Europe
106,1976,Toronto,Canada,Argentina,ARG,3,4,7,14,8,12,20,26264681,7.61,South America
107,1976,Toronto,Canada,Australia,AUS,16,18,7,41,35,11,46,14033000,32.78,Oceania
108,1976,Toronto,Canada,Austria,AUT,18,16,17,51,32,10,42,7565525,55.51,Europe
109,1976,Toronto,Canada,Bahamas,BAH,0,0,0,0,6,0,6,,,North America
110,1976,Toronto,Canada,Belgium,BEL,7,7,8,22,41,4,45,9818227,45.83,Europe
111,1976,Toronto,Canada,Brazil,BRA,0,1,0,1,21,2,23,109790943,2.09,South America
112,1976,Toronto,Canada,Burma,MYA,1,1,1,3,4,0,4,,,Asia
113,1976,Toronto,Canada,Canada,CAN,25,26,26,77,66,23,89,23449808,37.95,North America
114,1976,Toronto,Canada,Colombia,COL,0,0,0,0,8,3,11,24608102,4.47,South America
115,1976,Toronto,Canada,Denmark,DEN,3,0,3,6,19,2,21,5072596,41.4,Europe
116,1976,Toronto,Canada,Ecuador,ECU,0,0,0,0,3,0,3,7187794,4.17,South America
117,1976,Toronto,Canada,Egypt,EGY,5,2,1,8,27,0,27,39422731,6.85,Africa
118,1976,Toronto,Canada,Ethiopia,ETH,0,0,0,0,1,0,1,33128151,0.3,Africa
119,1976,Toronto,Canada,Fiji,FIJ,0,0,0,0,9,0,9,587561,153.18,Oceania
120,1976,Toronto,Canada,Finland,FIN,12,20,18,50,46,4,50,4725664,105.81,Europe
121,1976,Toronto,Canada,France,FRA,23,21,14,58,42,10,52,54220033,9.59,Europe
122,1976,Toronto,Canada,Great Britain,GBR,29,28,37,94,64,23,87,56211968,15.48,Europe
123,1976,Toronto,Canada,Greece,GRE,0,0,0,0,3,0,3,9188150,3.27,Europe
124,1976,Toronto,Canada,Guatemala,GUA,0,0,1,1,11,0,11,6269983,17.54,North America
125,1976,Toronto,Canada,"Hong Kong, China",HKG,0,1,2,3,11,0,11,4518000,24.35,Asia
126,1976,Toronto,Canada,Hungary,HUN,1,0,1,2,2,0,2,10598677,1.89,Europe
127,1976,Toronto,Canada,Indonesia,INA,2,1,3,6,12,0,12,133966940,0.9,Asia
128,1976,Toronto,Canada,Ireland,IRL,4,10,6,20,8,11,19,3238050,58.68,Europe
129,1976,Toronto,Canada,Israel,ISR,40,13,16,69,50,9,59,3533000,167,Asia
130,1976,Toronto,Canada,Italy,ITA,2,5,11,18,22,2,24,55718260,4.31,Europe
131,1976,Toronto,Canada,Japan,JPN,10,6,3,19,30,4,34,112775000,3.01,Asia
132,1976,Toronto,Canada,Republic of Korea,KOR,1,2,1,4,7,0,7,35848523,1.95,Asia
133,1976,Toronto,Canada,Luxembourg,LUX,0,0,0,0,2,1,3,360731,83.16,Europe
134,1976,Toronto,Canada,Mexico,MEX,16,14,9,39,24,8,32,61242189,5.23,North America
135,1976,Toronto,Canada,Netherlands,NED,45,25,14,84,41,17,58,13774037,42.11,Europe
136,1976,Toronto,Canada,New Zealand,NZL,7,1,5,13,11,1,12,3110500,38.58,Oceania
137,1976,Toronto,Canada,Norway,NOR,9,6,4,19,26,15,41,4026152,101.83,Europe
138,1976,Toronto,Canada,Peru,PER,1,0,2,3,1,1,2,15838568,1.26,South America
139,1976,Toronto,Canada,Poland,POL,24,17,12,53,23,14,37,34356300,10.77,Europe
140,1976,Toronto,Canada,South Africa,RSA,6,9,11,26,27,10,37,25836890,14.32,Africa
141,1976,Toronto,Canada,Spain,ESP,4,6,2,12,21,1,22,36137812,6.09,Europe
142,1976,Toronto,Canada,Sweden,SWE,21,28,25,74,56,13,69,8222286,83.92,Europe
143,1976,Toronto,Canada,Switzerland,SUI,9,12,10,31,40,9,49,6302504,77.75,Europe
144,1976,Toronto,Canada,Uganda,UGA,0,0,0,0,1,0,1,11042975,0.91,Africa
145,1976,Toronto,Canada,United States of America,USA,66,44,45,155,63,34,97,218035000,4.45,North America
146,1976,Toronto,Canada,West Germany,FRG,37,34,26,97,76,17,93,,,Europe
147,1980,Arnhem,Netherlands,Argentina,ARG,4,5,6,15,6,5,11,27896532,3.94,South America
148,1980,Arnhem,Netherlands,Australia,AUS,12,21,22,55,40,12,52,14692000,35.39,Oceania
149,1980,Arnhem,Netherlands,Austria,AUT,14,23,8,45,38,10,48,7549433,63.58,Europe
150,1980,Arnhem,Netherlands,Bahamas,BAH,0,1,2,3,2,4,6,,,North America
151,1980,Arnhem,Netherlands,Belgium,BEL,13,12,17,42,54,13,67,9859242,67.96,Europe
152,1980,Arnhem,Netherlands,Brazil,BRA,0,0,0,0,2,0,2,120694012,0.17,South America
153,1980,Arnhem,Netherlands,Canada,CAN,64,35,31,130,60,34,94,24515667,38.34,North America
